sample_id,machine_id,fault_mode,severity,rpm,load_percent,split,provenance,sample_rate_hz,signal_length,duration_seconds,last_timestamp_seconds,relative_csv_path,csv_sha256
FGOE-01-0037,SIM-RM-09,imbalance,0.8973659005184189,2305.62325704697,55.05123588174385,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0037__imbalance.csv,02195342a3ad39028ec1d336d0c5b7b9aa5b645f2f25a1ee9fb1545bd29d0c48
FGOE-01-0038,SIM-RM-10,imbalance,0.6937825781767595,1374.8594913862564,73.86386296287773,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0038__imbalance.csv,d53455855e7b43c391560a7efd219e6176b4aba6f82bc43e9c0a68d338096c96
FGOE-01-0039,SIM-RM-11,imbalance,0.5433800235214127,1455.8974037507533,44.823771794473885,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0039__imbalance.csv,61bb1f454896cf410f56815c3227dd6714f6cef076d1dea849d86b1d0ef1658a
FGOE-01-0040,SIM-RM-12,imbalance,0.9031162551201478,2316.231912143182,76.7229787264061,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0040__imbalance.csv,49267def782a41550b7b36a6d5cf717e9531c7066cce196527512d5e9a6f0841
FGOE-01-0041,SIM-RM-13,imbalance,0.7993344144765312,2154.3609156129705,67.71671210887041,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0041__imbalance.csv,58825eeccd040ca7affa352b65a52aff18a9c3a4ac0a833a06866a0beab88b5a
FGOE-01-0042,SIM-RM-00,imbalance,0.8306000304179154,1367.8367839769878,42.64007977360144,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0042__imbalance.csv,ef7d663c017d88d32e424468518037db5dab215b34bf258a1236870563f0f9d7
FGOE-01-0043,SIM-RM-01,imbalance,0.6215387134193374,2146.817088325162,51.28485193765036,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0043__imbalance.csv,711b823910571ea985fc2f1eea13e1eb63e974d3a79be962a4d1d2e7216e216a
FGOE-01-0044,SIM-RM-02,imbalance,0.672175010137108,1956.0158207000109,95.74172676432079,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0044__imbalance.csv,53996660901f0853862678f3089d6297ddd6c412589b1e62dc66951d93f7d09a
FGOE-01-0045,SIM-RM-03,imbalance,0.5481174604614569,1762.5715692736803,61.192883038502785,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0045__imbalance.csv,e91e866be287f0c8358050925b7a0237af74d9ea7a76f26aeed077ac17bb9022
FGOE-01-0046,SIM-RM-04,imbalance,0.5677278174534097,2001.9310255799742,95.72434422266275,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0046__imbalance.csv,dc5f1eae4b6f70c1e23e39772f2bdde8ca022edc32b51ce25f8fec1073b8a818
FGOE-01-0047,SIM-RM-05,imbalance,0.7722099961704124,1597.8395629513582,51.56636540983068,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0047__imbalance.csv,333396c4ebcd67912e13c5f82a68b0e4fb698f2bf68cc45d1bce38f5d2b09214
FGOE-01-0048,SIM-RM-06,imbalance,0.2965911998686247,2166.5687634239102,42.369465589788746,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0048__imbalance.csv,ac9097e98b73d0b316234a3a5a1f798d052fe9deb54bb7ce30572ac20d93f8ba
FGOE-01-0049,SIM-RM-07,imbalance,0.8272649333194388,1944.4336637564518,45.23212709348888,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0049__imbalance.csv,9df965b472f865cdb4eee9137f92fa28190ecf1e596b328a2c34c54cccfe73be
FGOE-01-0050,SIM-RM-08,imbalance,0.8946793307412151,1660.3346739240744,45.07103530797998,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0050__imbalance.csv,eba60bb1b7419a055c94303617eadd68898647b51abba014ab118dbcfc3266bf
FGOE-01-0051,SIM-RM-09,imbalance,0.35752937663444107,1515.5317227352782,54.930405763655486,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0051__imbalance.csv,34f1c8b61a598f8c3f1aa046010bcaabd6effcdedbcfdbdfcbc3c43f88349002
FGOE-01-0052,SIM-RM-10,imbalance,0.28877678641498206,1465.490063665355,36.4803611435508,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0052__imbalance.csv,7eab03cf28ec0b7fb9a2aa357dfc47c8a4c7d3e84653366ef16fed1cfd8d46cb
FGOE-01-0053,SIM-RM-11,imbalance,0.6638006712776798,1524.6414709358528,38.73673528390228,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0053__imbalance.csv,4521b2a10703c84ee8c6a82fda61c7cf75971993e9e39b23e1b32d99ed3a886e
FGOE-01-0054,SIM-RM-12,imbalance,0.4725937678664346,2030.7145267995065,62.554131978241976,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0054__imbalance.csv,3c0fb49b85583a3e3f743b2b1fcfe6587bf4edd4bfcedfada26dc4c0d4352dbd
FGOE-01-0055,SIM-RM-13,imbalance,0.8457921387755442,1854.5262370222301,96.25034595642259,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0055__imbalance.csv,18f4d535f6dbe1cfbe3aa0d9f5202e5899f71b8c12a8f90c944723d0db35249f
FGOE-02-0000,SIM-RM-00,misalignment,0.4157214097730772,1393.475062012792,47.704888671756684,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0000__misalignment.csv,d4c15b96848255d168bf61cf6be79b818e80742ef13b90010c7bcdc231e23e7e
FGOE-02-0001,SIM-RM-01,misalignment,0.5413836979922346,1599.387575832212,74.98628562199409,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0001__misalignment.csv,d218cc044c16ddb4d21d0b7c9f9b01b97456183a95b26a3b0e3cad5a811bc57a
FGOE-02-0002,SIM-RM-02,misalignment,0.616627064102346,1399.254119927594,61.15298969217001,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0002__misalignment.csv,7008a751ad41a5625cd9c23c9f5d4452d8d37ca2bcbd5462859f5b6da5dc39be
FGOE-02-0003,SIM-RM-03,misalignment,0.28637330652557297,1451.671902903716,93.34209876519918,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0003__misalignment.csv,ff89601b341f51bf7668be818adad51c30f89bd2f1e6907708ee5e0d50bc4ef9
FGOE-02-0004,SIM-RM-04,misalignment,0.8405024661184269,2274.841869018062,41.93791991059128,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0004__misalignment.csv,57c010ac8348576614574cd57c77f721407cd72c67e30c28f3253d51daed8bb4
FGOE-02-0005,SIM-RM-05,misalignment,0.8114181161915155,2252.653143927617,103.56994764106149,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0005__misalignment.csv,61343600b942901b3c9be2416eb87077b46cb8ab626e7574721a5734fdd8e2ef
FGOE-02-0006,SIM-RM-06,misalignment,0.7952974482046903,2129.4775407713287,79.97382931968833,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0006__misalignment.csv,0053bfe12cd4284714963b5734698fdde024c0ae8c6f330281c220a2504238a1
FGOE-02-0007,SIM-RM-07,misalignment,0.6099560091332901,1484.5522084131471,72.52476251633462,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0007__misalignment.csv,2510954e5fa933926173dc3e97e33801ec23b779abd5bf8a2a14e0856cfb67a7
FGOE-02-0008,SIM-RM-08,misalignment,0.5195626472702475,2207.572144122558,67.39595559154611,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0008__misalignment.csv,d0c7b75b705e06b17b8c2b168495792f2b2e0702757681d31c094499559dc11e
FGOE-02-0009,SIM-RM-09,misalignment,0.3478378876677698,1989.5632712371103,53.65243222505923,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0009__misalignment.csv,39d0fb50453eb92662ae389a0396cefdcdd19904e0b948ec8c9762c0e77af435
FGOE-02-0010,SIM-RM-10,misalignment,0.4127989583702116,1827.877274023746,64.18225580164196,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0010__misalignment.csv,1c4b887186a3fa59ffd7eb1d9c66ceac08813833dd22b460f206fc6e3fedf6d7
FGOE-02-0011,SIM-RM-11,misalignment,0.4792468950887818,1717.511810115128,60.64747148783732,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0011__misalignment.csv,5f9b0134626eb646eebbf44d0450f2bb6d2509e8048be5faabeae1d421bf2581
FGOE-02-0012,SIM-RM-12,misalignment,0.45781353219989973,1729.464079726929,83.00203418191617,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0012__misalignment.csv,3b3530a6a7cf85cfd2ba4015d8d258b78c01be7f339b1340ef1afe154511501b
FGOE-02-0013,SIM-RM-13,misalignment,0.586637299810055,2298.8579267153405,99.14436136767246,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0013__misalignment.csv,654cc179150f909c60005a2a6e236dbd4f963c53cb1827fd204901dde77a9af8
FGOE-02-0014,SIM-RM-00,misalignment,0.8439923421415372,1678.3612050046888,72.48043528810021,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0014__misalignment.csv,12172ddeccd2c19f6127040afb953dcbbb9906a913afcaa3dfad4610829d9bc4
FGOE-02-0015,SIM-RM-01,misalignment,0.6229055932460181,2002.587340560102,91.30742795629541,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0015__misalignment.csv,5d068cd3252bacbfadbc8e35fef7eb7cdcbb6f238e88837a750a0e62bf2553c9
FGOE-02-0016,SIM-RM-02,misalignment,0.7644252136172035,1982.9176292676207,55.17089299277232,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0016__misalignment.csv,1aecf64ea450791603b730bffc1f933f3d2573ce08a64b562a826c1f1700a20b
FGOE-02-0017,SIM-RM-03,misalignment,0.8525033478281258,1552.4045931257183,83.63586901729488,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0017__misalignment.csv,f64f246b04ff2c2bbbf45467c78bdecfec46d890d88b2e624475ef0469ee8750
FGOE-02-0018,SIM-RM-04,misalignment,0.31656702376095425,1482.102837301544,78.00658183793439,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0018__misalignment.csv,773c8eea5903fa69ebd25664aa10669b16b915d4269c5855d84042048c802fee
FGOE-02-0019,SIM-RM-05,misalignment,0.9051578758904382,2075.715628271427,40.914525317646415,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0019__misalignment.csv,18e31d0e91de6e8167ad9bcc2105aa0573f1e1e3ace6ae324539d5913b64e101
FGOE-02-0020,SIM-RM-06,misalignment,0.8106189232595676,1487.407930037802,102.12161721363563,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0020__misalignment.csv,0a0a47ff6a61c2a1e3dc52ba33b382a56b9b26a8213ae69cc8809763bf10c6cc
FGOE-02-0021,SIM-RM-07,misalignment,0.8065803872881601,1943.682004466354,89.78368732406828,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0021__misalignment.csv,5cea4761da332da4f2d99e1fd8607f6010b7ba9c66dbe1d1dc0fb66c48afdfc0
FGOE-02-0022,SIM-RM-08,misalignment,0.6630531267508164,2296.0270628173303,52.73683476874311,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0022__misalignment.csv,32584b355ce80fd1644450077539139e96bd768367c57de6022638e3b348be6d
FGOE-02-0023,SIM-RM-09,misalignment,0.36990391286495217,1445.0491975644013,78.1315990016885,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0023__misalignment.csv,cac2d20c3b53e571ecb0dc76cba5ad2054d54f07b8247d6d1ceca2de550104eb
FGOE-02-0024,SIM-RM-10,misalignment,0.5761896070868591,1914.9506114724418,75.07013598236948,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0024__misalignment.csv,6f264d39a32f696c30a5cf8ad482bd726ed93a446f2afda69e8be9cde07f742c
FGOE-02-0025,SIM-RM-11,misalignment,0.8094713015584466,1872.6317755131226,88.47463730046115,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0025__misalignment.csv,a124e7b9360e8121568db55d9d9fd5768086c63e09e9bd379cd291a15d217bcf
FGOE-02-0026,SIM-RM-12,misalignment,0.9018653649830712,1842.1532155754292,76.97154090658286,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0026__misalignment.csv,8bdcc28313c08ee0bbbcc454a9fb3b1bfca7cf2f7556bb1466a0eb06ad218196
FGOE-02-0027,SIM-RM-13,misalignment,0.3113963083375379,1469.7335885011228,43.197249613007735,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0027__misalignment.csv,ea5d28d266a13872a76210c8639ee9875396042ab6c4429f8703ae11ec408310
FGOE-02-0028,SIM-RM-00,misalignment,0.7920249912992903,2007.863285040528,64.30258105532656,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0028__misalignment.csv,fae0e583ddf227a3b4a2f17ceb0e9019e682ef2889c3f5571de3eb1a3edaa422
FGOE-02-0029,SIM-RM-01,misalignment,0.878856583153075,2021.2314133085924,58.35464308297667,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0029__misalignment.csv,1077f132fe0e94fd816c39cc94e552a0bc0186c69545d5f297a0b6ecd687ad51
FGOE-02-0030,SIM-RM-02,misalignment,0.5049344124404378,2112.532147070652,53.9374458637123,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0030__misalignment.csv,2ba931439fd5bf5febb34f72889f2c8ca1e7d016c7040cc61372de5ae5c07edf
FGOE-02-0031,SIM-RM-03,misalignment,0.3534483607795341,1664.4399802042628,46.03281540374998,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0031__misalignment.csv,efcd7953c0457b1baff6c4f190a068ca5569cc8948fb992b384d142a4b93474b
FGOE-02-0032,SIM-RM-04,misalignment,0.5183238759441868,2286.127463375744,65.65328260391273,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0032__misalignment.csv,99dce0121bc8849c93a9c35f17864efbf3ce8362f424cc1272a9383a07d8ef16
FGOE-02-0033,SIM-RM-05,misalignment,0.9052979907869235,2079.685708677378,73.709514567703,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0033__misalignment.csv,67b419a2958fee567dbcb8f87d63b78d5ba5fd6af279e6ff4155e86d153b0d35
FGOE-02-0034,SIM-RM-06,misalignment,0.5134516314365783,2130.3014939093923,68.55586948871783,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0034__misalignment.csv,bff46ca431190fb25d87119ebdf195aad9d2696735b1b23052066946cef177ec
FGOE-02-0035,SIM-RM-07,misalignment,0.9158362620026888,2336.631544924322,85.24321652025505,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0035__misalignment.csv,87f25e87bdc848cb498e67ca0cdc3c09dfbd9181faa4dd0727294af3f89357b9
FGOE-02-0036,SIM-RM-08,misalignment,0.6959517187938453,1468.4785772170414,94.53735754335477,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0036__misalignment.csv,48b655b8372e4e33cfc69d7e332d053e4e087e29e7a1d69788e0993134bc8a94
FGOE-02-0037,SIM-RM-09,misalignment,0.7302674555738141,1471.9216783351126,76.17805999784545,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0037__misalignment.csv,e8aa15491e165008edeb3b16d62f3ea6b08d885d1544e331ab54c899db228aeb
FGOE-02-0038,SIM-RM-10,misalignment,0.8277796578374248,1362.3026858886028,66.80225732892225,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0038__misalignment.csv,c5b53d45b2e77321bc1e1c853a2f5dac3b8b75e00c22624c5913fa53680f9399
FGOE-02-0039,SIM-RM-11,misalignment,0.5596198889475252,1645.3590253440898,67.09836572589857,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0039__misalignment.csv,f92db3d57c90371eb1148ec3eb14a7d7e5aa4df750806bf51e01f7ee1be05459
FGOE-02-0040,SIM-RM-12,misalignment,0.7969058248020611,1651.9273914424916,99.2909326860888,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0040__misalignment.csv,300bccd2658f13a330a14a45f219764149c3ff308d2927d368055b62dda9bd05
FGOE-02-0041,SIM-RM-13,misalignment,0.8654400170154216,1460.5884109961105,104.79242604863012,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0041__misalignment.csv,c61b302f97ff5fe7cda967fd68f9e375ce28dfb0e653472f7a1b1fb47270138f
FGOE-02-0042,SIM-RM-00,misalignment,0.324493672309968,1633.908437864039,93.58276057626568,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0042__misalignment.csv,e1976d85f1bb71693ad7d420ee85b049534de41329dabb3fb9e2a76f1eec2206
FGOE-02-0043,SIM-RM-01,misalignment,0.7050875108911578,2349.1047304742387,81.59793152745758,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0043__misalignment.csv,30088c08bddcae7318c4246c3da406412b1e51139ee915469e6a82d82386a522
FGOE-02-0044,SIM-RM-02,misalignment,0.2702996522431286,1440.4407269841327,97.79233792276378,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0044__misalignment.csv,27971e143066503c84908ec9c9afb30fa1c7d38293615505288f0f688ae475f1
FGOE-02-0045,SIM-RM-03,misalignment,0.793737558484553,1590.828058041147,45.01153126166445,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0045__misalignment.csv,b70c81c5cc89377fce9435b726cafdfcbb8409888229d564f5844854b31d0c4f
FGOE-02-0046,SIM-RM-04,misalignment,0.7093883275292431,1548.2042272128979,98.74467589916196,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0046__misalignment.csv,b26d7aab06e2b26c226d23acc3de8a23c7fcd6c4af10c6a9f505000b1e8eaf5b
FGOE-02-0047,SIM-RM-05,misalignment,0.2861605419100792,1386.1627104946963,35.38008838900903,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0047__misalignment.csv,df597aad03a57d445c3d79f92f7d0be628b4825946f6a825d5ab46dc76ce1326
FGOE-02-0048,SIM-RM-06,misalignment,0.41698697443917193,1955.9251776477277,91.10372676015908,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0048__misalignment.csv,5323f6b2136ae9a2870d264530ab983d9688b6f7649fb681586184bc931e4bfe
FGOE-02-0049,SIM-RM-07,misalignment,0.8106746975491733,2199.408842923073,39.00623581072823,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0049__misalignment.csv,c1bf00e5630e369f0adaaaab0da1da8ec2583c9b6a64c027c51b45294e7a9d06
FGOE-02-0050,SIM-RM-08,misalignment,0.738684548785046,2277.7954301722802,89.04758793730664,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/misalignment/FGOE-02-0050__misalignment.csv,b05e87e2353c5f81d6933b75671492e1f2275c95edc27c713561104f3b9f2136
FGOE-02-0051,SIM-RM-09,misalignment,0.39124747750333877,2187.980218655383,37.81059096829465,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0051__misalignment.csv,56d848a60e0e468b79b7c145c5e7250aafd2938f3d3634fb584580c824daa8ed
FGOE-02-0052,SIM-RM-10,misalignment,0.7716316898301911,1474.923679305643,70.31716931350905,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/misalignment/FGOE-02-0052__misalignment.csv,b0dab44a6b0ad613df61e618337a6d570b5531a2fa818f407cf81aedaa4e52b9
FGOE-02-0053,SIM-RM-11,misalignment,0.3586490947087636,1980.0118445763987,94.57917698333546,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0053__misalignment.csv,a051d64d9115e71789473d9282913007d1a0e97cbf52e830873e515afb60a80f
FGOE-02-0054,SIM-RM-12,misalignment,0.43953112592246013,2084.6210919351615,48.512904360823285,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0054__misalignment.csv,dfb85843f3b7712d4943fb43dd5fcc7696dd5133482579ae89ed936901bfd12a
FGOE-02-0055,SIM-RM-13,misalignment,0.6780805241839487,2059.904697281304,103.61433494290773,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/misalignment/FGOE-02-0055__misalignment.csv,1f9bd3808167760d36c48d435c29ca091719c1a35c34aced1a7e31cfa20bcdf5
FGOE-03-0000,SIM-RM-00,outer_race,0.27964538610611694,1404.5003149912957,78.1416278949273,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0000__outer_race.csv,c605f5d29ec293ae824b009fbe11108e68c14533ad9160f5906b4ae2b685c548
FGOE-03-0001,SIM-RM-01,outer_race,0.3711894924957523,2234.145711366817,84.67047995704345,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0001__outer_race.csv,7b4a9e337eda53dc9e59f4e9cc51d345bf103f6cbbcde40e6e531820190f83c6
FGOE-03-0002,SIM-RM-02,outer_race,0.9360190256879347,1441.721005824198,47.84732602162233,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0002__outer_race.csv,311a30de902fded405bc78264d7196ddbb042712aedc066120163682d6d08f2b
FGOE-03-0003,SIM-RM-03,outer_race,0.6954858394754437,1808.5606424584898,89.88566638389855,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0003__outer_race.csv,d8115942568b733ea17016f0be9de3fea2474275be6f372d9945e65710e7cd1e
FGOE-03-0004,SIM-RM-04,outer_race,0.9122171174906665,1922.4131499586374,45.15911782655348,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0004__outer_race.csv,2bda26b6b2d655eb403b13ccbd3a9f13eafd5392e055efe84e2263556897c834
FGOE-03-0005,SIM-RM-05,outer_race,0.7398431612123462,1651.342632514718,75.46120510652796,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0005__outer_race.csv,f028d8e2bf3f7bb2da4320b2c3414c2a6818a8a3cb618c88a5a2b51ba05635aa
FGOE-03-0006,SIM-RM-06,outer_race,0.3539072929440406,1999.2331552453088,100.84160867868628,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0006__outer_race.csv,0de48fafa5254a13423490bc158a29ce73e34a47a2b92d0cbde336187f240297
FGOE-03-0007,SIM-RM-07,outer_race,0.5819181106378326,1858.352738446942,63.28240735185362,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0007__outer_race.csv,bde292d247d9fdb01a8b2ea8349ca7770ca9a944099f95e76b09ba371738ad40
FGOE-03-0008,SIM-RM-08,outer_race,0.44465288204688014,1469.2175261977445,44.38662269109358,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/outer_race/FGOE-03-0008__outer_race.csv,efb620158e6d800fe1d4c464450efd1b6db87ed6a0f54c55247572874b3248ac
FGOE-03-0009,SIM-RM-09,outer_race,0.6776912829256398,1654.7046037608313,64.9532249576945,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/outer_race/FGOE-03-0009__outer_race.csv,96a0bc0ce47d8fb55494954a6dab3635be4accd29afda33263e80f8e9de77be7
FGOE-03-0010,SIM-RM-10,outer_race,0.536148176600088,1984.629117418263,63.826762760989915,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/outer_race/FGOE-03-0010__outer_race.csv,332a281deefad0d10aa54c47ab2f6eda764caa276b8fd1fc730932a47b05aa1d
FGOE-03-0011,SIM-RM-11,outer_race,0.4719286379220665,1567.628526696962,76.18143738863057,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/outer_race/FGOE-03-0011__outer_race.csv,3c5a1c51fe66dfa2742142c43f476b653005791e2678358a55305e6aafb6fbed
FGOE-03-0012,SIM-RM-12,outer_race,0.5818928725631192,1386.0598342773637,64.28800309098023,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/outer_race/FGOE-03-0012__outer_race.csv,ecd32fc2713e8c23ffbbcddd71950254a76bb234f221ba49f7c50b873ce9a938
FGOE-03-0013,SIM-RM-13,outer_race,0.6460403303023446,1575.592868204211,75.0720553185481,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/outer_race/FGOE-03-0013__outer_race.csv,9e1c1447c9ccb750f2d2768474a885b338ee55102c935a5963ab826774e6be96
